x,y,z,Class
-2.08,88.76,-250.14,yaw
-24.11,29,-250.14,yaw
-178.1,-51.24,-213.04,yaw
155.13,96.89,250.13,yaw
98.99,-112.85,250.13,yaw
86.07,-48.44,250.13,yaw
1.37,-20.18,4.64,yaw
-71.34,136.15,-250.14,yaw
-123.88,87.59,-250.14,yaw
-144.65,-153.46,-250.14,yaw
86.05,79.9,184.17,yaw
94.51,-6.12,250.13,yaw
35.32,-83.8,250.13,yaw
15.56,-10.43,40.34,yaw
-127.23,150.73,-250.14,yaw
-124.82,137.74,-250.14,yaw
-17.24,-15.84,-250.14,yaw
-7.01,108.49,50.55,yaw
86.04,-6.89,250.13,yaw
147.4,32.46,250.13,yaw
-110.11,22.55,250.13,yaw
-18.82,29.37,-149.95,yaw
-53.07,-101.23,-250.14,yaw
-38.03,57.94,-250.14,yaw
-176.31,-57.24,-64.87,yaw
50.91,-5.98,250.13,yaw
172.85,54.05,250.13,yaw
-25.51,8.14,250.13,yaw
-34.15,69.99,10.34,yaw
70.88,23.64,-250.14,yaw
129.42,29.28,-250.14,yaw
-250.14,-104.59,-131.56,yaw
119.94,-7.18,250.13,yaw
134.54,-73.49,250.13,yaw
-93.52,-45.6,250.13,yaw
70.91,-46.53,-25.08,yaw
-146.96,110.08,-250.14,yaw
-7.52,200.5,-250.14,yaw
-69.11,30.92,-250.14,yaw
47.26,38.82,132.83,yaw
137.89,32.22,250.13,yaw
152.15,-122.71,250.13,yaw
-104.79,100.87,117.62,yaw
-84.89,184.08,-250.14,yaw
-79.82,48.52,-250.14,yaw
-31.31,-37.85,-250.14,yaw
72.61,35.27,217.38,yaw
118.34,1.37,250.13,yaw
26.85,-1.88,250.13,yaw
3.81,28.68,-18.24,yaw
-115.75,146.4,-250.14,yaw
-50.85,82.73,-250.14,yaw
-39.46,-55.53,-250.14,yaw
113.34,-101.93,250.13,yaw
9.45,127.26,250.13,yaw
77.05,35.92,250.13,yaw
95.56,-62.35,19.21,yaw
-102.02,43.63,-250.14,yaw
50.32,22.49,-250.14,yaw
59.61,-57.4,-250.14,yaw
26.85,43.83,73.14,yaw
137.71,55.02,250.13,yaw
21.66,235.76,250.13,yaw
19.19,-2.08,39.44,yaw
-23.79,52.83,-223.32,yaw
-127.63,-67.99,-250.14,yaw
74.35,40.93,-250.14,yaw
-66.57,1.48,-14.28,yaw
36.93,5.96,250.13,yaw
75.42,115.16,250.13,yaw
-40.23,-26.21,250.13,yaw
-1.89,-18.79,-16.16,yaw
-116.85,80.54,-250.14,yaw
-16.86,16.34,-250.14,yaw
-46.66,54.24,-250.14,yaw
-43.49,10.09,38.4,yaw
51.21,-44.73,250.13,yaw
74.22,-8.56,250.13,yaw
-162.37,87.85,250.13,yaw
92.15,-0.39,-93.52,yaw
-24.31,-51.14,-250.14,yaw
-12.01,94.16,-250.14,yaw
-106.94,-8.38,-239.09,yaw
7.66,59.44,212.89,yaw
105.63,-39.58,250.13,yaw
28.33,-24.57,250.13,yaw
-92.02,48.5,250.13,yaw
66.5,-52.78,-211.95,yaw
-48.13,-81.61,-250.14,yaw
23.93,0.18,-250.14,yaw
-72.88,-41.06,3.83,yaw
-2.79,62.56,219.28,yaw
152.57,28.48,250.13,yaw
161.96,-181.31,250.13,yaw
-101.76,184.92,122.01,yaw
-162.05,133.04,-250.14,yaw
45.75,213.91,-250.14,yaw
11.98,-43.93,-250.14,yaw
-68.61,19.14,51.81,yaw
119.54,-20.44,250.13,yaw
78.1,10.45,250.13,yaw
-34.9,93.73,250.13,yaw
6.92,103.73,18.62,yaw
-12.24,108.18,-250.14,yaw
-1.63,108.33,-250.14,yaw
56.34,35.27,-250.14,yaw
-30.89,-19.63,-44.26,yaw
67.15,36.93,250.13,yaw
19.68,33.96,250.13,yaw
76.79,-49.58,250.13,yaw
-149.92,111.47,202.06,yaw
71.5,46.4,-225.78,yaw
7.09,-34.44,-250.14,yaw
43.04,128.85,-250.14,yaw
-98.69,-78.45,-250.14,yaw
-5.49,25.38,180.61,yaw
103.38,-2.1,250.13,yaw
85.45,-96.35,250.13,yaw
-101.21,100.96,250.13,yaw
34.36,45.15,-143.5,yaw
-109.65,7.36,-250.14,yaw
64.41,150.21,-250.14,yaw
-47.4,43.06,-250.14,yaw
-1.73,48.92,162.23,yaw
59.53,51.98,250.13,yaw
61.29,-34.76,250.13,yaw
-89.08,-9.89,245.73,yaw
14.69,74.57,-250.14,yaw
-144.75,-77.18,-250.14,yaw
58.22,11.4,-250.14,yaw
10.56,55.79,12.37,yaw
-22.08,81.96,250.13,yaw
94.41,-8.56,250.13,yaw
75.96,-11.7,131,yaw
-73.66,113.23,-250.14,yaw
-77.08,-60.88,-250.14,yaw
-41.82,8.49,-250.14,yaw
-10.18,-34.04,-20.53,yaw
7.27,43.93,250.13,yaw
76.69,-21.93,250.13,yaw
43.75,-5.09,250.13,yaw
26.24,-18.89,36.76,yaw
-96.16,31.04,-250.14,yaw
-9.24,-100.69,-250.14,yaw
27.09,79.71,-250.14,yaw
-22.37,-36.16,93.79,yaw
37.63,89.54,250.13,yaw
32.28,-58.14,250.13,yaw
-30,115.43,157.49,yaw
-18.49,80.66,-250.14,yaw
-148.66,2.63,-250.14,yaw
77.41,1.58,-250.14,yaw
43.1,49.21,-0.02,yaw
74.31,-92.62,249.08,yaw
7.96,73.5,250.13,yaw
250.13,-250.14,250.13,yaw
-69.97,82.22,-78.83,yaw
-207.98,86.63,-250.14,yaw
-2.75,12.4,-250.14,yaw
43.21,34.76,-250.14,yaw
-28.5,7.73,14.44,yaw
-9.36,4.81,250.13,yaw
20.47,77.63,250.13,yaw
154.54,-85.94,250.13,yaw
39.18,54.56,97.77,yaw
-172.92,151.18,-250.14,yaw
-117.13,42.87,-250.14,yaw
124.66,12.84,-250.14,yaw
-24.56,-22.52,240.95,yaw
-47.15,85.62,250.13,yaw
29.64,-149.31,250.13,yaw
4.13,36.13,107.37,yaw
10.77,109.15,-140.3,yaw
-64.05,-43.46,-250.14,yaw
86.02,18.41,-250.14,yaw
54.72,0.24,-92.83,yaw
56,-12.25,250.13,yaw
-84.65,70.42,250.13,yaw
38.55,-5.47,250.13,yaw
86,-9.27,-75.99,yaw
-200.79,-27.02,-250.14,yaw
41.53,62.05,-250.14,yaw
-17.3,83.52,-27.82,yaw
32.96,-5.4,250.13,yaw
-1.99,-175.59,250.13,yaw
32.69,16.63,41.24,yaw
-84.09,182.93,-250.14,yaw
-117.35,78.31,-250.14,yaw
84.03,15.68,-250.14,yaw
33.7,49.77,-129.57,yaw
126.73,-60.74,250.13,yaw
-97.48,150.68,250.13,yaw
66.9,-88.51,250.13,yaw
34.47,-44.04,37.41,yaw
-174.54,145.58,-250.14,yaw
-69.88,149,-250.14,yaw
-44.3,10.26,-250.14,yaw
-9.59,24.63,12.22,yaw
24.85,-11.43,197.91,yaw
139.92,137.12,250.13,yaw
-27.31,-63.34,250.13,yaw
-141.53,16.49,193.38,yaw
-4.69,-41.33,-169.73,yaw
