x,y,z,Class
-250.14,-42.78,56.31,pitch
-250.14,-5.97,49.42,pitch
-250.14,-9.03,-24.42,pitch
-250.14,-81.11,-76.28,pitch
-250.14,-55.7,-89.6,pitch
86.89,40.86,37.4,pitch
250.13,3.52,132.56,pitch
250.13,110.56,156.73,pitch
250.13,-9.69,30.53,pitch
250.13,1.12,19.61,pitch
37.63,-17.69,33.96,pitch
-250.14,-19.37,9.96,pitch
-250.14,-26.21,32.48,pitch
-250.14,-59.95,-37.08,pitch
-250.14,-63.21,-142.8,pitch
52.54,73.66,47.53,pitch
250.13,34.73,64.46,pitch
250.13,6.79,111.51,pitch
250.13,41.04,98.98,pitch
250.13,33.28,27.6,pitch
197.81,-65.1,13.09,pitch
-191.45,-24.21,26.89,pitch
-250.14,-8.53,44.25,pitch
-250.14,-28.46,-76.59,pitch
-250.14,-53.37,-219.66,pitch
102.71,95.31,104.22,pitch
250.13,54.92,97.58,pitch
250.13,45.39,175.08,pitch
250.13,-51.19,51.96,pitch
250.13,-6.89,47.38,pitch
96.74,-23.37,25.79,pitch
-250.14,-13.59,9.31,pitch
-250.14,4.93,24.12,pitch
-250.14,41.37,-40.72,pitch
-250.14,-43.78,-141.21,pitch
37.49,7.18,33.33,pitch
250.13,7.85,129.27,pitch
250.13,90.61,209.55,pitch
250.13,-23.92,64.27,pitch
250.13,-29.11,58.85,pitch
19.24,-23.03,42.4,pitch
-250.14,-1.14,19.73,pitch
-250.14,63.25,18.64,pitch
-250.14,46.8,-59.11,pitch
-250.14,-10.85,-190.35,pitch
119.1,2.99,104.22,pitch
132.48,71.95,51.74,pitch
250.13,-5.22,191.09,pitch
250.13,26.21,118.45,pitch
250.13,-27.85,16.47,pitch
44.88,-51.98,36.55,pitch
-250.14,-12.29,27.96,pitch
-250.14,49.92,61.98,pitch
-250.14,20.24,-70.57,pitch
-250.14,-8.36,-151.77,pitch
35.44,1.05,14.95,pitch
250.13,34.79,48.02,pitch
250.13,110.27,150.61,pitch
250.13,33.17,31.07,pitch
250.13,61.63,12.66,pitch
51.51,-78.18,99.39,pitch
-250.14,29.9,52.11,pitch
-250.14,8.41,46.31,pitch
-250.14,36.31,-51.73,pitch
-250.14,-110.07,-109.72,pitch
90.89,91.24,29.75,pitch
250.13,98.45,85.59,pitch
250.13,185.2,219.23,pitch
250.13,-59.28,36.96,pitch
219.05,-16.83,58.21,pitch
-137.59,15.13,44.8,pitch
-250.14,38.67,9.21,pitch
-250.14,69.73,-89.86,pitch
-250.14,34.65,-46.13,pitch
-215.08,-65.05,-65.29,pitch
141.94,21.98,33.47,pitch
250.13,61.44,228.75,pitch
250.13,49.97,137.79,pitch
235.15,-11.44,23.51,pitch
209.81,-16.56,50.17,pitch
53.1,1.4,51.75,pitch
-250.14,-50.81,4.18,pitch
-250.14,57.75,-79.58,pitch
-250.14,72.07,-136.31,pitch
-250.14,75.61,-140.99,pitch
148.08,27.08,68.99,pitch
250.13,-48.56,250.13,pitch
250.13,93.53,193.47,pitch
250.13,-22.4,69.91,pitch
250.13,9.88,47.56,pitch
138.76,-26.85,50.62,pitch
-180.32,-25.85,17.62,pitch
-250.14,13.02,-60.47,pitch
-250.14,-93.82,-109.68,pitch
-250.14,22.27,-155.73,pitch
6.31,74.33,33.81,pitch
250.13,-19.57,155.22,pitch
250.13,105.45,128.62,pitch
250.13,78.05,128.88,pitch
250.13,2.23,30.89,pitch
78.94,-8.92,17.65,pitch
-250.14,-16.05,10.89,pitch
-250.14,87.99,-53.4,pitch
-250.14,-54.84,-241.63,pitch
-250.14,-73.84,-247.62,pitch
30.44,-70.75,29.83,pitch
250.13,-35.24,77.72,pitch
250.13,83.8,228.03,pitch
250.13,55.34,185.47,pitch
227.7,-81.83,34.68,pitch
32.27,-51.48,70.08,pitch
-232.41,61.7,24.18,pitch
-250.14,38.41,12.88,pitch
-250.14,77.97,-171.93,pitch
-250.14,14.08,-175.3,pitch
-102.45,-5.19,-15.39,pitch
174.4,15.69,54.27,pitch
250.13,-32.25,242.98,pitch
250.13,124.4,250.13,pitch
250.13,-114.54,70.6,pitch
74.11,-66.04,19.98,pitch
-245.96,-4.31,15.96,pitch
-250.14,38.33,-36.47,pitch
-250.14,-33.04,-187.47,pitch
-250.14,-68.11,-206.25,pitch
63.88,-34.55,13.18,pitch
250.13,22.75,139.73,pitch
250.13,131.94,250.13,pitch
250.13,-36.37,113.9,pitch
215.82,-19.2,50.38,pitch
60.15,-51.53,59.58,pitch
-141.76,14.29,1.19,pitch
-250.14,-0.72,-51.77,pitch
-250.14,37.27,-122.65,pitch
-250.14,-21.89,-152.41,pitch
-15.92,-5.89,-9.85,pitch
250.13,33.56,108.83,pitch
250.13,86.24,250.13,pitch
250.13,0.11,124.52,pitch
231.98,-30.57,55.8,pitch
80.95,-44.6,52.14,pitch
-250.14,-1.53,4.74,pitch
-250.14,39.68,-8.76,pitch
-250.14,69.83,-69.12,pitch
-250.14,43.29,-177.05,pitch
-180.21,107.59,-77.73,pitch
250.13,-7.11,62.24,pitch
250.13,33.05,209.89,pitch
250.13,72.82,161.6,pitch
250.13,-7.59,59.11,pitch
175.11,-75.53,33.98,pitch
9.34,-24.09,65.53,pitch
-250.14,-34.88,31.37,pitch
-250.14,35.35,3.44,pitch
-250.14,185.71,-73.05,pitch
-250.14,49.25,-101.04,pitch
-130.8,62.85,-49.11,pitch
250.13,-18.44,72.62,pitch
250.13,-2.09,162.76,pitch
250.13,5.15,144.89,pitch
250.13,9.79,61.18,pitch
93.29,-53.23,39.6,pitch
-130.27,-14.43,30.5,pitch
-250.14,14.46,68.12,pitch
-250.14,-22.1,33.62,pitch
-250.14,70.11,-111.76,pitch
-250.14,88.38,-145.08,pitch
250.13,-47.06,83.93,pitch
250.13,-67.79,172.36,pitch
250.13,88.92,123.73,pitch
250.13,-20.45,15.43,pitch
217.73,-44.44,31.21,pitch
-79.49,2.85,31.7,pitch
-250.14,-18.61,41.31,pitch
-250.14,65.95,3.63,pitch
-250.14,-20.76,-124.97,pitch
-5.69,-55.9,9.81,pitch
250.13,3.8,58.56,pitch
250.13,98.53,146.89,pitch
250.13,-20.8,94,pitch
250.13,-32.38,48.62,pitch
-13.94,-62.49,49.6,pitch
-250.14,9.8,29.21,pitch
-250.14,108.18,-28.4,pitch
-250.14,33.09,-143.79,pitch
-79.34,-71.46,16.85,pitch
250.13,68.05,50.07,pitch
250.13,13.56,137.29,pitch
250.13,69.96,117.92,pitch
250.13,-48.74,-6.69,pitch
103.52,-88.32,45.99,pitch
-235.58,10.63,19.5,pitch
-250.14,68.39,17.63,pitch
-250.14,62.69,-68.82,pitch
-250.14,11.18,-86.89,pitch
