x,y,z,Class
24.05,-250.14,-27.15,roll
28.98,-250.14,-15.12,roll
-16.12,-250.14,-8.74,roll
68.44,-250.14,-1.73,roll
-37.09,148.5,-7.66,roll
-28.68,250.13,-5.05,roll
9.67,250.13,28.89,roll
-13.42,250.13,-11.34,roll
-19.01,128.56,-6.06,roll
14.31,-250.14,-15.17,roll
6.37,-250.14,-36.55,roll
67.31,-250.14,9.47,roll
25.19,-182.08,8.12,roll
2.59,17.39,-22.13,roll
-47.24,250.13,9.47,roll
2.57,250.13,12.37,roll
-19.95,250.13,-9.61,roll
4.98,-128.08,3.18,roll
-4.66,-250.14,6.54,roll
-3.76,-250.14,-22.96,roll
40.6,-250.14,-32.95,roll
66.08,-250.14,-4.21,roll
0.73,-6.32,-13.46,roll
-73.81,250.13,10.08,roll
-6.44,250.13,16.75,roll
-39.63,250.13,-68.44,roll
-18.66,173.84,32.88,roll
-9.62,-131.72,9.46,roll
-16.6,-250.14,22.42,roll
-0.68,-250.14,3.4,roll
34.84,-250.14,-14.79,roll
-3.76,-25.42,4.26,roll
-33.38,250.13,-3.92,roll
-4.85,250.13,20.55,roll
14.17,250.13,3.27,roll
-19.05,250.13,10.63,roll
20.37,-17.67,-27.37,roll
30.71,-250.14,-29.77,roll
-33.78,-250.14,-4.79,roll
25.64,-250.14,-14.55,roll
74.36,-250.14,-16.39,roll
26.08,-133.7,-14.75,roll
-20.97,143.43,-7.01,roll
-58.29,250.13,5.54,roll
16.98,250.13,27.18,roll
-3.15,250.13,-18.54,roll
-7,45.69,-2.76,roll
9,-250.14,-30.82,roll
15.48,-250.14,-11.41,roll
9.85,-250.14,3.59,roll
36.82,-250.14,-5.34,roll
-2.89,23.26,-30.15,roll
-44.25,250.13,-30.69,roll
-41.78,250.13,16.08,roll
-82.58,250.13,28.5,roll
11.38,-19.52,71.23,roll
35.5,-34.58,-54.84,roll
7.98,-250.14,5.01,roll
-7.99,-250.14,12.94,roll
-8.62,-182.92,3.47,roll
-43.96,146.11,-4.48,roll
-15.56,250.13,17.69,roll
-45.02,250.13,46.7,roll
-23.4,223.92,27.98,roll
39.35,-57.71,-27.28,roll
23.36,-250.14,-8.82,roll
-2.81,-250.14,-5.3,roll
73.48,-250.14,5.78,roll
23.1,-192.89,12.29,roll
-53.11,250.13,-3.95,roll
-8.96,250.13,15.79,roll
-10.52,250.13,9.66,roll
-4.04,178.35,16.08,roll
15.08,-159.83,3.38,roll
3.53,-250.14,2.85,roll
-7.86,-250.14,-2.25,roll
52.48,-250.14,17.43,roll
7.15,-7.05,-3.07,roll
-44.72,250.13,-5.66,roll
17.98,250.13,25.79,roll
-17.65,250.13,-37.69,roll
10.91,154.49,-6.11,roll
14.15,-121.91,16.02,roll
4.34,-250.14,-10.99,roll
8.83,-250.14,-15.88,roll
-26.01,-250.14,-5.39,roll
17.96,-243.69,22.68,roll
6.06,159.41,-15.32,roll
-39.98,250.13,-8.2,roll
-4.09,250.13,9.11,roll
-24.4,249.75,-16.16,roll
-1.56,122.77,0,roll
12.98,-158.57,-6.21,roll
16.73,-250.14,4.06,roll
-1.62,-250.14,2.24,roll
-0.15,-185.88,12.39,roll
-0.24,32.11,0.11,roll
-45.57,250.13,-9.04,roll
-29.38,250.13,17.38,roll
-26.62,250.13,-18.64,roll
-5.91,122.62,-10.54,roll
41.76,-190.21,35.08,roll
41.27,-250.14,25.01,roll
26.93,-239.33,11.82,roll
40.63,-248.31,12.44,roll
-24.37,-80.07,0.61,roll
-30.08,250.13,2.3,roll
27.08,250.13,20.05,roll
4.08,250.13,-26.27,roll
-11.75,169.85,6.32,roll
1.7,46.86,-60.11,roll
36.37,-236.33,7.82,roll
30.41,-107.97,3.66,roll
-12.99,-118.72,2.26,roll
67.05,-250.14,15.73,roll
2.7,-133.05,11.6,roll
-10.73,131.73,-20.07,roll
-69.69,250.13,5.8,roll
-67.34,250.13,46.02,roll
-29.47,-25.46,37.21,roll
41.41,-51.08,-34.08,roll
17.79,-250.14,-89.2,roll
94.37,-250.14,0.94,roll
118.57,-250.14,20.94,roll
-53.44,114.93,1.28,roll
-52.64,250.13,-20.98,roll
-11.65,250.13,48.74,roll
-42,250.13,19.1,roll
-6.73,29.64,6.79,roll
17.62,-250.14,-18.08,roll
8.79,-250.14,-53,roll
89.12,-250.14,15.73,roll
34.51,-235.11,1.67,roll
25.89,-122.56,-12.34,roll
-49.1,177.22,-15.07,roll
-57.51,250.13,17.82,roll
4.61,250.13,19.59,roll
-23.15,250.13,-11.09,roll
0.89,111.66,-15.75,roll
-4.02,-250.14,-42.53,roll
-9.73,-250.14,0.64,roll
22.23,-250.14,-27.36,roll
43.56,-250.14,-11.69,roll
-32.36,149.05,-9.71,roll
-23.68,250.13,3.89,roll
-9.78,250.13,37.56,roll
-28.1,250.13,-13.47,roll
-5.88,-0.22,-4.9,roll
17.34,-250.14,-10.85,roll
1.16,-250.14,-54.67,roll
48.18,-250.14,8.44,roll
43.9,-231.87,9.27,roll
